,title,city,venue,price,genre,link,description
614,KARAOKE NIGHTS BY KASA KAI - 29th SEPTEMBER,mumbai,"Doolally Taproom - Khar, Mumbai",300,MUSIC,https://insider.in/karaoke-nights-by-kasa-kai-29th-september-sep29-2022/event,des
615,All Time Rock Hits,mumbai,"Hard Rock Cafe Navi Mumbai, Navi Mumbai",Free,MUSIC,https://insider.in/all-time-rock-hits-sep15-2022/event,des
616,Thursday Vinyl Nights | AC/DC - Highway To Hell,mumbai,"Adagio., Mumbai",300,MUSIC,https://insider.in/thursday-vinyl-nights-acdc-highway-to-hell-sep29-2022/event,des
617,Thursday Comedy,mumbai,"DORANGOS, Mumbai",49 onwards,COMEDY,https://insider.in/thursday-comedy-2022/event,des
618,"nrtya presents 'Thursday Night Live at Veranda' ft. Mallika with Azamaan, ...",mumbai,"Veranda, Mumbai",499,MUSIC,https://insider.in/nrtya-presents-thursday-night-live-at-veranda-ft-mallika-with-azamaan-sounak-saha-nimit-shah-sep29-2022/event,des
619,Option Selling Workshop,mumbai,"Quantsapp, Mumbai",1500,EVENTS & WORKSHOPS,https://insider.in/option-writing-sep30-2022/event,des
620,WEEKDAY EVENING OPEN MIC,mumbai,"DORANGOS, Bandra West, Mumbai",50 onwards,COMEDY,https://insider.in/weekday-evening-open-mic-aug12-2022/event,des
621,FRIDAY NIGHT SPEED DATINGS-HALL 1,mumbai,"DORANGOS, Bandra West, Mumbai",0 onwards,COURSES,https://insider.in/friday-night-speed-datings-sep2-2022/event,des
622,FRIDAY NIGHT SPEED DATING-HALL 2,mumbai,"DORANGOS, Bandra West, Mumbai",0 onwards,THEATRE & ARTS,https://insider.in/friday-night-speed-dating-hall-2/event,des
623,FRIDAY NIGHT SPEED DATING HALL-3,mumbai,"DORANGOS, Bandra West, Mumbai",0 onwards,WORKSHOPS,https://insider.in/friday-night-speed-dating-sep2-2022/event,des
624,Open mic by Kasa Kai Mumbai - 30th September,mumbai,"Adagio., Mumbai",249 onwards,OPEN MIC,https://insider.in/open-mic-by-kasa-kai-mumbai-30th-september-sep30-2022/event,des
625,The Friday Night Show-Comedy Special,mumbai,"DORANGOS, Mumbai",1 onwards,COMEDY,https://insider.in/the-friday-night-showcomedy-special-2022/event,des
626,Commercial Nights,mumbai,"Hard Rock Cafe Navi Mumbai, Navi Mumbai",500 onwards,MUSIC,https://insider.in/commercial-nights-sep30-2022/event,des
627,WE ARE SERIOUSLY FUNNY THIS TIME!,mumbai,"DORANGOS, Bandra West, Mumbai",299 onwards,COMEDY,https://insider.in/we-are-seriously-funny-this-time-sep16-2022/event,des
628,Kaas - Sajjangad - Vajrai - Thosegar Tour From Mumbai 2022 | Mischief Treks,mumbai,"Kaas Pathar, Mumbai",3000 onwards,ADVENTURE,https://insider.in/kaas-sajjangad-vajrai-thosegar-tour-from-mumbai-2022-mischief-treks-sep16-2022/event,des
629,Aadrai Jungle Trek - Treks & Trails,mumbai,"Aadrai jungle Trail, Mumbai",899 onwards,TREK,https://insider.in/treks-and-trails-india-aadrai-trek-from-mumbai-oct2-2021/event,des
630,Aadrai Jungle Trek Pune - Treks and Trails,mumbai,"Aadrai jungle Trail, Mumbai",899 onwards,TREK,https://insider.in/aadrai-jungle-trek-pune-treks-and-trails-aug26-2022/event,des
631,Sondai Fort Monsoon Trek - Treks & Trails,mumbai,"Sondai Fort, Mumbai",599 onwards,TREK,https://insider.in/sondai-fort-monsoon-trek-treks-and-trails--jun25-2022/event,des
632,Visapur Fort Monsoon Trek - Treks & Trails,mumbai,"Visapur killa, Lonavala",999 onwards,TREK,https://insider.in/visapur-fort-trek-treks-and-trails-jun18-2022/event,des
633,Dusshera Kids camp,mumbai,"Venue to be announced, Mumbai",599,YOGA,https://insider.in/dusshera-kids-camp-oct1-2022/event,des
634,French Dessert Tour-Mumbai,mumbai,"Academy of Pastry & Culinary Arts , Mumbai",799,FOOD AND DRINK,https://insider.in/french-dessert-tourmumbai-sep17-2022/event,des
635,Matheran Camping - Treks & Trails,mumbai,"Alexander Heritage And Rainforest Resort, Karjat",1400 onwards,CAMPING,https://insider.in/treks-and-trails-matheran-camping-jun25-2022/event,des
636,Improv Comedy Workshop 101,mumbai,"DORANGOS, Bandra West, Mumbai",Free,COMEDY,https://insider.in/improv-comedy-workshop-101-oct1-2022/event,des
637,Pawna Lake Camping - Treks and Trails,mumbai,"Pawana Lake Resort, Mumbai",599 onwards,CAMPING,https://insider.in/treks-and-trails-pawna-lake-camping--oct9-2021/event,des
638,Football Fan meet - Arsenal v Tottenham - Doolally,mumbai,"Doolally Taproom - Khar, Mumbai",Free,SCREENING,https://insider.in/football-fan-meet-arsenal-v-tottenham-doolally-oct1-2022/event,des
639,Football Fan meet - Arsenal v Tottenham - Rodeo Drive,mumbai,"Rodeo Drive, Mumbai",500,SCREENING,https://insider.in/football-fan-meet-arsenal-v-tottenham-rodeo-drive-oct1-2022/event,des
640,Football Fan meet - Arsenal v Tottenham - Esora,mumbai,"Esora, Mumbai",500,SCREENING,https://insider.in/football-fan-meet-arsenal-v-tottenham-esora-oct1-2022/event,des
641,Football Fan meet - Arsenal v Tottenham - Timess Square,mumbai,"The Timess Square, Mumbai",500,SCREENING,https://insider.in/football-fan-meet-arsenal-v-tottenham-timess-square-oct1-2022/event,des
642,Football Fan meet - Arsenal v Tottenham - Lord of the Drinks,mumbai,"Lord of the Drinks Worli, Mumbai",500,SCREENING,https://insider.in/football-fan-meet-arsenal-v-tottenham-lord-of-the-drinks-oct1-2022/event,des
643,Pawna Lake Camping Lonavla,mumbai,"pawna dam camp, Lonavala",699 onwards,CAMPING,https://insider.in/pawna-lake-camping-lonavla--jan8-2022/event,des
644,Open mic by Kasa Kai Mumbai - 1st October,mumbai,"svam.space, Mumbai",200 onwards,OPEN MIC,https://insider.in/open-mic-by-kasa-kai-mumbai-1st-october-oct1-2022/event,des
645,OPEN MIC-MAGIC-HALL 4,mumbai,"DORANGOS, Bandra West, Mumbai",50 onwards,ART,https://insider.in/open-micmagichall-4-jun18-2022/event,des
646,POETRY OPEN MIC -1 FREE CAPPACCINO,mumbai,"DORANGOS, Bandra West, Mumbai",100 onwards,MUSIC,https://insider.in/poetry-open-mic-1-free-cappaccino-jul13-2022/event,des
647,POETRY OPEN MIC NIGHT-1 FREE CAPPACCINO,mumbai,"DORANGOS, Mumbai",50 onwards,WORKSHOPS,https://insider.in/poetry-open-mic-night1-free-cappaccino-2022/event,des
648,MOOD MOOD OPEN MIC,mumbai,"DORANGOS, Bandra West, Mumbai",1 onwards,THEATRE,https://insider.in/bandra-music-festival-live-by-hd-hardik-dave-2022/event,des
649,Kaas Pathar Land of Flowers | Luxor Trails,mumbai,"Kaas Pathar, Mumbai",1499 onwards,TREK,https://insider.in/kaas-pathar-land-of-flowers-luxor-trails-sep16-2022/event,des
650,Kaas Pathar - Valley of Flowers,mumbai,"Kaas Plateau Campsite, Mumbai",2100 onwards,TOUR,https://insider.in/kaas-pathar-valley-of-flowers-sep13-2019/event,des
651,Kaas Pathar tour | Mumbai Mountain Hikers,mumbai,"Kaas Pathar, Navi Mumbai",2200,TOUR,https://insider.in/kaas-pathar-tour-mumbai-mountain-hikers-oct1-2022/event,des
652,Midnight Cycling & Storytelling Tour,mumbai,"Happy Cycle Shop, Mumbai",1499,ADVENTURE,https://insider.in/midnight-cycling-storytelling-tour--feb26-2022/event,des
653,MUSIC FESTIVAL X-TRAVANGANZA,mumbai,"DORANGOS, Bandra West, Mumbai",100 onwards,MUSIC,https://insider.in/music-festival-xtravanganza-aug20-2022/event,des
654,Aadrai Jungle Trek,mumbai,"Aadrai Trek point, Mumbai",699 onwards,TREK,https://insider.in/aadrai-jungle-trek-sep24-2022/event,des
655,Mumbai Midnight Cycling - Treks and Trails,mumbai,"Colaba Causeway, Mumbai",399 onwards,CYCLING,https://insider.in/treks-and-trails-mumbai-midnight-cycling-aug6-2022/event,des
656,Devkund Waterfall Trek - Treks and Trails,mumbai,"Devkund Waterfall, Mumbai",899 onwards,TREK,https://insider.in/treks-and-trails-india-devkund-waterfall-trek-from-mumbai-on-13th-aug-2021-aug13-2021/event,des
657,Event: Mumbai night cycling | Midnight Cycling | Mischieftreks,mumbai,"Colaba Market, Mumbai",299 onwards,CYCLING,https://insider.in/event-mumbai-night-cycling-midnight-cycling-mischieftreks-mar19-2022/event,des
658,Harishchandragad Trek - Flowers Special Trek,mumbai,"Harishchandragad trek start point Paachnai, Mumbai",1399 onwards,TREK,https://insider.in/harishchandragad-trek-treks-trails-jul2-2022/event,des
659,"Artshaala Paint-A-School, Mumbai",mumbai,"Venue to be announced, Mumbai",Free,VOLUNTEER,https://insider.in/artshaala-paintaschool-mumbai-oct2-2022/event,des
660,2nd Oct Japanese Kokedama Workshop,mumbai,"Doolally Taproom - Khar, Mumbai",1550,GARDENING,https://insider.in/2nd-oct-japanese-kokedama-workshop-oct2-2022/event,des
661,Dark Senses-(An Experience like never before)-Hall 2,mumbai,"DORANGOS, Mumbai",99 onwards,FOOD AND DRINK,https://insider.in/dark-sensesan-experience-like-never-beforehall-2-mar27-2022/event,des
662,Dark Senses-(Experience like never before)-FULL FOOD COVER,mumbai,"DORANGOS, Mumbai",99 onwards,THEATRE,https://insider.in/dark-senses-experience-like-never-before-2022/event,des
663,""" BREAKFAST WITH FRESH JOKES""",mumbai,"DORANGOS, Mumbai",100 onwards,MUSIC,https://insider.in/-breakfast-with-fresh-jokes--may15-2022/event,des
664,""" BREAKFAST WITH FRESH JOKES"" -FULL FOOD COVER",mumbai,"DORANGOS, Bandra West, Mumbai",100 onwards,THEATRE,https://insider.in/-breakfast-with-fresh-jokes-full-food-cover-jul3-2022/event,des
665,BREAKFAST WITH FRESH JOKES,mumbai,"DORANGOS, Mumbai",100 onwards,COMEDY,https://insider.in/breakfast-with-fresh-jokes-mar27-2022/event,des
666,Dark Senses-(An Experience like never before),mumbai,"DORANGOS, Mumbai",99 onwards,ART,https://insider.in/dark-sensesan-experience-like-never-before-jul24-2022/event,des
667,Improv Comedy Workshop 101,mumbai,"DORANGOS, Bandra West, Mumbai",Free,COMEDY,https://insider.in/improv-comedy-workshop-101-oct2-2022/event,des
668,Coffee Snacks & Jokers,mumbai,"DORANGOS, Mumbai",1 onwards,COMEDY,https://insider.in/coffee-snacks-jokers-2022/event,des
669,F1 FAN MEET - SINGAPORE GP - Esora,mumbai,"Esora, Mumbai",500,SCREENING,https://insider.in/f1-fan-meet-singapore-gp-esora-oct2-2022/event,des
670,F1 FAN MEET - SINGAPORE GP - Lord of the Drinks,mumbai,"Lord of the Drinks Worli, Mumbai",500,SCREENING,https://insider.in/f1-fan-meet-singapore-gp-lord-of-the-drinks-oct2-2022/event,des
671,F1 FAN MEET - SINGAPORE GP - The Stables,mumbai,"The Stables, Mumbai",500,SCREENING,https://insider.in/f1-fan-meet-singapore-gp-the-stables-oct2-2022/event,des
672,F1 FAN MEET - SINGAPORE GP - Timess Square,mumbai,"The Timess Square, Mumbai",500,SCREENING,https://insider.in/f1-fan-meet-singapore-gp-timess-square-oct2-2022/event,des
673,Football Fan meet - City vs United - Esora,mumbai,"Esora, Mumbai",500,SCREENING,https://insider.in/football-fan-meet-city-vs-united-esora-oct2-2022/event,des
674,Football Fan meet - City vs United - Lord of the Drinks,mumbai,"Lord of the Drinks Worli, Mumbai",500,SCREENING,https://insider.in/football-fan-meet-city-vs-united-lord-of-the-drinks-oct2-2022/event,des
675,Evenings With Resonart,mumbai,"Suman Building, Mumbai",200,POETRY,https://insider.in/evenings-with-resonart-oct2-2022/event,des
676,Football Fan meet - City vs United - Timess Square,mumbai,"The Timess Square, Mumbai",500,SCREENING,https://insider.in/football-fan-meet-city-vs-united-timess-square-oct2-2022/event,des
677,SUNDAY LAUGHTER ACTION(PREMIUM),mumbai,"DORANGOS, Mumbai",49 onwards,COMEDY,https://insider.in/sunday-laughter-action-premium-2022/event,des
678,EK Aur Dronacharya,mumbai,"Veda Factory - ART STUDIO, Mumbai",500,THEATRE,https://insider.in/ek-aur-dronacharya-oct2-2022/event,des
679,Comedy Stars Ft: Abijit & Vinay,mumbai,"Natanam Studio For Performing Arts, Mumbai",250,COMEDY,https://insider.in/comedy-stars-ft-abijit-vinay-sep11-2022/event,des
680,Open Mic Stand Up Comedy,mumbai,"Title Waves, Mumbai",129 onwards,COMEDY,https://insider.in/open-mic-stand-up-comedy-oct2-2022/event,des
681,Dorangos Sunday Night Live,mumbai,"DORANGOS, Mumbai",1 onwards,COMEDY,https://insider.in/dorangos-sunday-night-live-2022/event,des
682,Rashmi Sharma PTG's workshop - ACTING CRAFT,mumbai,"Funkaar, Mumbai",29500,WORKSHOPS,https://insider.in/rashmi-sharma-ptgs-workshop-acting-craft-sep27-2022/event,des
683,"Best In Stand-Up By Fatima Ayesha, Sumit Sourav & Shashwat Maheshwari",mumbai,"The Entertainment Factory, Mumbai",499 onwards,COMEDY,https://insider.in/best-in-standup-by-fatima-sumit-shashwat-oct6-2022/event,des
684,Jar Desserts,mumbai,"Culinary Craft, Mumbai",2150,BAKE,https://insider.in/jar-desserts-oct7-2022/event,des
685,Exotic Brownie (Eggless),mumbai,"Culinary Craft, Mumbai",2150,BAKE,https://insider.in/exotic-brownie-eggless-oct8-2022/event,des
686,Improv Comedy Workshop 101,mumbai,"DORANGOS, Bandra West, Mumbai",Free,COMEDY,https://insider.in/improv-comedy-workshop-101-oct8-2022/event,des
687,Igatpuri Secret Camping and Water Sports - Treks & Trails,mumbai,"Igatpuri Secret Camping and Water Sports, Igatpuri",699 onwards,CAMPING,https://insider.in/igatpuri-secret-camping-and-water-sports-treks-trails-jul9-2022/event,des
688,Karjat Camping - Treks & Trails,mumbai,"Camptown, Karjat",999 onwards,CAMPING,https://insider.in/karjat-camping-treks-trails-jul23-2022/event,des
689,Trading FNO using Open Interest & Nifty Rollover | Navratri 2022,mumbai,"Western Highway Metro station Andheri, Mumbai",999,NAVRATRI,https://insider.in/trading-fno-using-open-interest-nifty-rollover-navratri-2022/event,des
690,HAPPY JOURNEY - Stand Up Comedy Show by Krishna Pandey,mumbai,"DORANGOS, Bandra West, Mumbai",150 onwards,COMEDY,https://insider.in/happy-journey-stand-up-comedy-show-by-krishna-pandey-oct8-2022/event,des
691,Stree Shakti: Anuradha Pal's Tablas Tell Stories,mumbai,"The Royal Opera House, Mumbai",399 onwards,NAVRATRI,https://insider.in/shakti--anuradha-pal-in-concert--navratri-2022/event,des
692,JANPATH KISS,mumbai,"P. L.Deshpande Mini Auditorium, Mumbai",300 onwards,THEATRE,https://insider.in/janpath-kiss-oct8-2022/event,des
693,Kaas Pathar tour | Mumbai Mountain Hikers,mumbai,"Kaas Pathar, Navi Mumbai",2200,TOUR,https://insider.in/kaas-pathar-tour-mumbai-mountain-hikers-oct8-2022/event,des
694,Kalsubai Monsoon Trek,mumbai,"Bhatakna Tours Kalsubai Camping & Trekking, Igatpuri",699 onwards,TREK,https://insider.in/kalsubai-monsoon-trek-aug7-2021/event,des
695,Madhubani Drawing workshop,mumbai,"Dhuru Building, Mumbai",1800,ART,https://insider.in/madhubani-drawing-workshop-oct9-2022/event,des
696,Improv Comedy Workshop 101,mumbai,"DORANGOS, Bandra West, Mumbai",Free,COMEDY,https://insider.in/improv-comedy-workshop-101-oct9-2022/event,des
697,Sound Bath Meditation,mumbai,"Venue to be announced, Mumbai",1000,HEALTH & WELLNESS,https://insider.in/sound-bath-meditation-oct9-2022/event,des
698,Open Mic Stand Up Comedy,mumbai,"Title Waves, Mumbai",129 onwards,COMEDY,https://insider.in/open-mic-stand-up-comedy-oct9-2022/event,des
699,Best In Stand-Up By Jeeya Sethi & Adel Rahman,mumbai,"The Entertainment Factory, Mumbai",499 onwards,COMEDY,https://insider.in/best-in-standup-by-jeeya-sethi-adel-rahman-oct13-2022/event,des
700,YUGM - Parchi India Tour LIVE IN CONCERT,mumbai,"Rule 34, Mumbai",299,MUSIC,https://insider.in/yugm-live-in-concert-oct13-2022/event,des
701,COEUS (Afterlife) + Nikhil Chinapa + Nosh & SJ | Submerge x antiSOCIAL Mumbai,mumbai,"antiSOCIAL, Mumbai",499 onwards,MUSIC,https://insider.in/coeus-afterlife-nikhil-chinapa-nosh-sj-submerge-x-antisocial-mumbai-oct13-2022/event,des
702,"""Genuinely"" A Standup Special Ft. Appurv Gupta",mumbai,"Phoenix Palladium, Mumbai",499,COMEDY,https://insider.in/genuinely-a-standup-special-ft-appurv-gupta-oct14-2022/event,des
703,Rehman Khan Live,mumbai,"The Entertainment Factory, Mumbai",299,COMEDY,https://insider.in/rehman-khan-live-oct14-2022/event,des
704,Improv Comedy Workshop 101,mumbai,"DORANGOS, Bandra West, Mumbai",Free,COMEDY,https://insider.in/improv-comedy-workshop-101-oct15-2022/event,des
705,Biryani Mein Aloo,mumbai,"The Habitat, Mumbai",199 onwards,COMEDY,https://insider.in/biryani-mein-aloo-oct15-2022/event,des
706,Tough Hai-Standup Comedy Show By Amit Tiwari,mumbai,"DORANGOS, Bandra West, Mumbai",299 onwards,COMEDY,https://insider.in/tough-haistandup-comedy-show-by-amit-tiwari-oct15-2022/event,des
707,Kaas Pathar tour | Mumbai Mountain Hikers,mumbai,"Kaas Pathar, Navi Mumbai",2200,TOUR,https://insider.in/kaas-pathar-tour-mumbai-mountain-hikers-oct15-2022/event,des
708,How to be a Compere / Emcee By Kasa Kai,mumbai,"Adagio., Mumbai",499,WORKSHOPS,https://insider.in/how-to-be-a-compere-emcee-by-kasa-kai-oct16-2022/event,des
709,Improv Comedy Workshop 101,mumbai,"DORANGOS, Bandra West, Mumbai",Free,COMEDY,https://insider.in/improv-comedy-workshop-101-oct16-2022/event,des
710,"""SAFAR"" - A Journey of Hearts by Nisar Shaikh",mumbai,"DORANGOS, Bandra West, Mumbai",149,OTHER,https://insider.in/safar-a-journey-of-hearts-by-nisar-shaikh-oct16-2022/event,des
711,Happy Thursday at Phoenix Marketcity,mumbai,"Phoenix Marketcity, Mumbai",99 onwards,GAMES & QUIZZES,https://insider.in/happy-thursdays-at-phoenix-marketcity-apr21-2022/event,des
712,Best In Stand-Up By Kautuk & Neville Shah,mumbai,"The Entertainment Factory, Mumbai",499 onwards,COMEDY,https://insider.in/best-in-standup-by-kautuk-neville-shah-oct20-2022/event,des
713,Improv Comedy Workshop 101,mumbai,"DORANGOS, Bandra West, Mumbai",Free,COMEDY,https://insider.in/improv-comedy-workshop-101-oct22-2022/event,des
714,Improv Comedy Workshop 101,mumbai,"DORANGOS, Bandra West, Mumbai",Free,COMEDY,https://insider.in/improv-comedy-workshop-101-oct23-2022/event,des
715,Nature's Collective by Swiggy SteppinOut | Mumbai,mumbai,"Taj Lands End, Mumbai, Mumbai",99 onwards,SHOPPING,https://insider.in/natures-collective-by-swiggy-steppinout-mumbai-oct29-2022/event,des
716,Alibaug | Weekend Trip | Camping,mumbai,"Gateway Of India Mumbai, Mumbai",2500,TOUR,https://insider.in/alibaug-weekend-trip-camping-nov5-2022/event,des
717,TOUR TO BHUTAN - PARADISE OF HAPPINESS,mumbai,"Terminal 1, Mumbai",33333,TOUR,https://insider.in/tour-to-bhutan-paradise-of-happiness-nov6-2022/event,des
718,Secret Pools of Karjat,mumbai,"Karjat Junction, Karjat",799,TREK,https://insider.in/secret-pools-of-karjat-nov19-2022/event,des
719,Bounce Back Energetic Event By Dr. Vivek Bindra Mumbai,mumbai,"Sri Shanmukhananda Fine Arts & Sangeetha Sabha, Mumbai",Free,LIVE EVENT,https://insider.in/bounce-back-energetic-event-by-dr-vivek-bindra-mumbai-nov20-2022/event,des
720,BOUNCE BACK EVENT BY VIVEK BINDRA SIR,mumbai,"Sri Shanmukhananda Fine Arts & Sangeetha Sabha, Mumbai",Free,LIVE EVENT,https://insider.in/bounce-back-event-by-vivek-bindra-sir-nov20-2022/event,des
721,Bounce Back Event of Dr Vivek Bindra Sir,mumbai,"Sri Shanmukhananda Fine Arts & Sangeetha Sabha, Mumbai",Free,LIVE EVENT,https://insider.in/bounce-back-event-of-dr-vivek-bindra-sir-nov20-2022/event,des
722,Bounce Back By Dr. Vivek Bindra Mumbai,mumbai,"Sri Shanmukhananda Fine Arts & Sangeetha Sabha, Mumbai",Free,CONFERENCE,https://insider.in/bounce-back-by-dr-vivek-bindra-mumbai-nov20-2022/event,des
723,BOUNCE BACK EVENT WITH DR.VIVEK BINDRA IN MUMBAI,mumbai,"Sri Shanmukhananda Fine Arts & Sangeetha Sabha, Mumbai",Free,CONFERENCE,https://insider.in/bounce-back-event-with-drvivek-bindra-in-mumbai-nov20-2022/event,des
724,Chalo Himachal (New Year at Himachal),mumbai,"Manali Mall Market, Thane",16000 onwards,TRY SOMETHING NEW,https://insider.in/chalo-himachal-new-year-at-himachal-dec30-2022/event,des
725,New Year Celebration at Pawna Dam Camping 2023,mumbai,"Pawna Lake Camping Pawnacamp, Lonavala",899 onwards,CAMPING,https://insider.in/new-year-celebration-at-pawna-dam-camping-2023-dec31-2022/event,des
726,New Year Eve Pawna Lake Camping Lonavla 2023 | DJ Night Event,mumbai,"Pawna Lake Camping Pawnacamp, Lonavala",899 onwards,CAMPING,https://insider.in/new-year-celebration-at-pawna-lake-camping-2023-dec31-2022/event,des
727,"Arijit Singh - One Night Only Tour, Mumbai 2022",pune,"Jio World Garden, Mumbai",4000 onwards,MUSIC,https://insider.in/arijit-singh-one-night-only-tour2022-mumbai-nov26-2022/event,des
728,Ritviz – ‘Mimmi’ Album Launch Tour,pune,"Venue to be announced, Pan India",Sign Up,MUSIC,https://insider.in/ritviz-mimmi-album-launch-tour-2022/event,des
729,"Bacardi NH7 Weekender 2022, Pune",pune,"Mahalakshmi Lawns, Pune",1799 onwards,FESTIVAL,https://insider.in/bacardi-nh7-weekender-2022-pune-nov25-2022/event,des
730,RANG TAALI 6.0 BIGGEST GARBA NIGHT IN PUNE!! | Navratri 2022,pune,"Yash Lawns, Pune",299 onwards,NAVRATRI,https://insider.in/rang-taali-2k22-60-biggest-garba-night-in-pune-navratri-2022/event,des
731,Dandiya Fever 4.0 | Navratri 2022,pune,"The Orchid Hotel Pune, Pune",150 onwards,NAVRATRI,https://insider.in/dandiya-fever-40-navratri-2022/event,des
732,The Yellow Diary India Tour by SteppinOut | Pune,pune,"The Millers Homebar & Kitchen, Pune",499 onwards,MUSIC,https://insider.in/the-yellow-diary-india-tour-pune-sep30-2022/event,des
733,DGTL | Mumbai,pune,"Nesco Center, Mumbai",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-mumbai/event,des
734,TOAST Oktoberfest Edition - Pune,pune,"Phoenix Marketcity - Viman Nagar, Pune",499 onwards,DRINKS & MORE,https://insider.in/toast-oktoberfest-edition-pune-oct15-16-2022/event,des
735,DGTL | New Delhi,pune,"IG Stadium Complex, New Delhi",5000 onwards (Prices excl. of GST),MUSIC,https://insider.in/dgtl-new-delhi/event,des
736,Fresher's Party 2022,pune,"WATERS : Bar & Kitchen, Pune",350,PARTIES,https://insider.in/freshers-party-2022-sep25-2022/event,des
737,Ras Ramilo 2022 | Navratri 2022,pune,"Balkrishna Farms, Pune",149 onwards,NAVRATRI,https://insider.in/ras-ramilo-2022-navratri-2022/event,des
738,Garba Dandiya Night 2022 | Navratri 2022,pune,"Cafe Cycl-On - Bar n Bites, Pune",600,NAVRATRI,https://insider.in/garba-dandiya-night-2022-navratri-2022/event,des
739,Mere Khayal Se - Amandeep Singh - Pune,pune,"HOUSE OF PURPLE MADRIX, Pune",299 onwards,POETRY,https://insider.in/mere-khayal-se-amandeep-singh-pune-oct2-2022/event,des
740,ALEXANDER ALAR,pune,"Helium Club Pune, Pune",649,MUSIC,https://insider.in/alexander-alar-sep25-2022/event,des
741,DHOLIDA 2.0 AT WATERS BAR AND KITCHEN | Navratri 2022,pune,"WATERS : Bar & Kitchen, Pune",499 onwards,NAVRATRI,https://insider.in/dholida-20-at-waters-bar-and-kitchen-navratri-2022/event,des
742,Karunesh Talwar - Adrak Ka Swaad | Pune,pune,"Jawaharlal Nehru Memorial Hall, Pune",499 onwards,COMEDY,https://insider.in/karunesh-talwar-adrak-ka-swaad-pune-oct7-2022/event,des
743,Garba Utsav 2022 Pune | Navratri 2022,pune,"The Westin Pune Koregaon Park, Pune",999 onwards,NAVRATRI,https://insider.in/garba-utsav-2022-pune-navratri-2022/event,des
744,SACRED SPIRIT FESTIVAL,pune,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
745,DJ Kevu India Tour | Pune,pune,"Orilla, Pune",499,MUSIC,https://insider.in/dj-kevu-india-tour-pune-sep25-2022/event,des
746,Being Puneri Flea (Dandiya & Garba) | Navratri 2022,pune,"Royal Palms, Pune",199 onwards,NAVRATRI,https://insider.in/being-puneri-flea-dandiya-garba-navratri-2022/event,des
747,Rangeelo Raas 1.0 | Navratri 2022,pune,"Area 37 Club, Pune",299 onwards,NAVRATRI,https://insider.in/rangeelo-raas-10-navratri-2022/event,des
748,Raas Garba 2022 | Navratri 2022,pune,"Navle Lawns, Pune",249 onwards,NAVRATRI,https://insider.in/raas-garba-2022-navratri-2022/event,des
749,Pankhida Raasleela 2022 | Navratri 2022,pune,"Yash Lawns, Pune",350,NAVRATRI,https://insider.in/pankhida-raasleela-2022-navratri-2022/event,des
750,VILEN Live in Pune,pune,"WATERS : Bar & Kitchen, Pune",699 onwards,MUSIC,https://insider.in/vilen-live-in-pune-oct9-2022/event,des
751,MC ALTAF - BIG MOVES INDIA TOUR - PUNE,pune,"High Spirits Cafe, Pune",399,MUSIC,https://insider.in/mc-altaf-big-moves-india-tour-pune-sep11-2022/event,des
752,Oktober Fest,pune,"Castle Royale Tower 7, Pune",150,OTHER,https://insider.in/oktober-fest-oct30-2022/event,des
753,Pawna Lake Camping and Kayaking/Boating,pune,"Pawna Camp Lake and Boating(Pawna Lake Camping and Boating), Pune",750 onwards,ADVENTURE,https://insider.in/pawna-lake-camping-and-kayakingboating-feb16-2022/event,des
754,Monsoon Camping @Tents N' Trails,pune,"Tents N' Trails, Mumbai",2349 onwards,CAMPING,https://insider.in/monsoon-camping-chapter-3-tents-n-trails-2022/event,des
755,"Redline DJs feat. Dreamstates, OX7GEN, Rafiki, Tarqeeb & Zokhuma | antiSOC...",pune,"antiSOCIAL, Pune",499,MUSIC,https://insider.in/redline-djs-feat-dreamstates-ox7gen-rafiki-tarqeeb-zokhuma-antisocial-pune-sep30-2022/event,des
756,The Soundtrack Cafe x More of Music Presents: KOMAHOM,pune,"The Soundtrack Cafe, Pune",199,MUSIC,https://insider.in/the-soundtrack-cafe-x-more-of-music-presents-komahom-oct1-2022/event,des
757,INDIE DUSK ft. SAEE TEMBHEKAR ft. Varun Nimbolkar &Radhika Anturkar,pune,"The Soundtrack Cafe, Pune",299,MUSIC,https://insider.in/indie-dusk-ft-saee-tembhekar-ft-varun-nimbolkar-radhika-anturkar-oct2-2022/event,des
758,Half Fried Jokes - Standup @ FC Road,pune,"WORDS AND SIPS BOOK CAFE, Pune",120 onwards,COMEDY,https://insider.in/stand-up-comedy-fc-road-jun11-2022/event,des
759,"Pre Karwa Chauth SunDowner @ WATERS Pune,KP",pune,"WATERS : Bar & Kitchen, Pune",1399,FOOD AND DRINK,https://insider.in/pre-karwa-chauth-sundowner-waters-punekp-oct11-2022/event,des
760,Deep Dive Beer Fest: Collaboration Special,pune,"Great State Dive, Pune",250 onwards,FOOD AND DRINK,https://insider.in/deep-dive-30-oct14-2022/event,des
761,All India Food Permit,pune,"IT Park Ground, Pune",101 onwards,FOOD FEST,https://insider.in/all-india-food-permit-oct14-2022/event,des
